student_id,submission1_score,submission2_score,submission3_score,submission4_score,final_score,submission1_link,submission2_link,submission3_link,submission4_link,final_link
STUDENT_078,8,8,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf74c80817/144?sig=aeb71afbd5d364a63ad2e0f8fdb7c64c28dced6345c59029fd208a8ae4811fbb,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf74c80817/304?sig=1253b7f21a69e95c8b8a9e3a8c8acce16f7ba8e4543c1bcc14e9daf7d7c06ec0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf74c80817/397?sig=d3c4e9407b860408a06a03732303d774a227d5de54e156930c8888395ff2dcc1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf74c80817/518?sig=714e1bf5fa8f683522a7a507f81ab596c264276d1258a1413373213a21ceb9fd,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf74c80817/657?sig=dca4b95a79340ca8c42f183450ef1ad003a473403d3b3b551d4c753958a74314
STUDENT_081,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S6e471af3a/147?sig=525033797baa0b245e241324eb6578a7d2e379847db3c753d5d86336862f2926,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S6e471af3a/296?sig=93bdf89fc17293581beb4e0c616f53ec3672a99b3c3ed7704836caee4d77ee86,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S6e471af3a/403?sig=ae3e7f99008a6f0a7e30bc0079b41967c399c79ee5fcd7e7d66e4b22362e7d81,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S6e471af3a/520?sig=61ce89ac6d811d801b70703ecb8a3065a83d4fcc103f4f4ac61bed7728e22aeb,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S6e471af3a/591?sig=0788ad34b3fbc22adc67fcabd0ace5a4a84d95b9a58c0f13984b25dd54287cde
STUDENT_082,8,8.5,9,8,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S918e8d5d8/44?sig=23b7f23f4d8e6099e62d1a85a5a4b442404ed72cd31093726d0596c2e90e9fa5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S918e8d5d8/282?sig=56f635cf7fbc73b933ddd7cd6e4feaf18222e9823b02a299f3182f1f28791c48,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S918e8d5d8/400?sig=2037d5e6046c7cc821a95835efca116ba82d8f6bb7ca81f8b34eb91a19854745,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S918e8d5d8/532?sig=728998792f411d9706f2dd0fd32582391ed323e8f295eb8db4a54888959cbd2e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S918e8d5d8/675?sig=0ff119603c6b8c9d014ab3d44a86b6c4a5d0583793a0bc9aaa44dc714ebd47a6
STUDENT_083,8,8,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S113672445/117?sig=af3c97f5071c72fcc690c77f2e6c1e1d8a7c76529c79018acbb7f545f06ca4b8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S113672445/283?sig=008c2f0f6874141ce3a102528e08fe997f0cba5a31a7863d31424a6760c5a2b5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S113672445/401?sig=71032489c1ed0bec7e26ba8ed1a2c9f1f6f9311f88da527ada08289cd4e7f11f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S113672445/542?sig=cac4e94721bde2a12facbfe6240dd4fa6a2524c504c32b9fb395d0de396f489e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S113672445/652?sig=7b3c06e8de48ee25447c2584577895c8a4fc685509cf82081b56e74e93cff7c0
STUDENT_084,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1b1128fe7/114?sig=eabd8789557d35dd47b732025c649c882b1a3b05b7cd1eaf61c05f1fe5622d56,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1b1128fe7/341?sig=532c7613740d1e38ab087943465b0826fce155b85e8577da2f594256bc450ad1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1b1128fe7/394?sig=dc743eb575cdba2251225ca54bb3a28624969320d4987f7aeafb4242b7d0c1d3,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1b1128fe7/517?sig=c3bd44a14384402f661e599b6897df6ded5bcbeafe4d58fa2f386628640ce605,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1b1128fe7/593?sig=7a4eada0e16b31770dc94b3fc1c90a78e4d0cab1917a330d304c918c65b2884f
STUDENT_085,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Se2602580d/184?sig=8d5e48c6ad3dba0b51d89861c3d7b4b61579c2f5d29b2cae584d53a96970d4db,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Se2602580d/311?sig=f1f011949d8769c04621e72568c60839ab19e22424cf747eb8eb82e871b6a536,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Se2602580d/453?sig=66c84a5f9283a51d4f99cee100ddeedecc4cd88c8722c0b41edfc4675b096aad,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Se2602580d/540?sig=0a2d6f2b8f2ed7756ded9dc2b572361afcd2a240b1cb5d83c76898c7ca984615,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Se2602580d/685?sig=d801ea2e208d19878f579980aee3a797b40c2df0b1348ee5feef40d21c796e8b
STUDENT_087,10,10,10,10,8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc39ea13e2/127?sig=795b5aaf3f81dc5a04934672b77313185e6172f111441e2e7e3b6ad2ba41a4d2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc39ea13e2/247?sig=3b51416704603072d26e11bfac1a47fa4a22d5906a57d67690388ad08e4fdd2d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc39ea13e2/382?sig=1577bce4ff5b88e46a5c16034513901ebf6faf599193fc24014aff2c99046039,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc39ea13e2/468?sig=4e874a7ab829b9542a7cf623b545ff4a0a476a95929beb5ed0fb3fd145af868e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc39ea13e2/596?sig=987cf2a13c5a000e5903ca780e455909bb84d1ad3d74a50d7b224769d4f203e5
STUDENT_088,9,9,9,9,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S0c23acf35/213?sig=16d22a37878f7c026b7a86ffb9cce0e842be87dcfef8f57913e14c533fd39753,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S0c23acf35/320?sig=063374b7b0e7880dda77b6f4a9d73e50e93785103945d60d560074f4062c042b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S0c23acf35/419?sig=3c7434c78406fdbd167010629fad0b6dd0cff94391fca4e668e7e7836c103143,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S0c23acf35/550?sig=4262b0dfe7424f7acd86aa57e3e0ab9e8e7fd7526b42860bc967fb1031a432bf,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S0c23acf35/666?sig=65208c581541d1251475c3bddf1c896580cc01be60833e2718a36df75d587284
STUDENT_089,10,10,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8d7d45748/179?sig=6e5e25e32908af6e5a2d18821862a83bb97bb999a72a789930a91770191c6a0c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8d7d45748/308?sig=4dcdd0b1d118444797feb57ff7e001dd4e4ebae1402d3ef6f91c3e8ca7b79f7b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8d7d45748/447?sig=90fc246c1c0dea40ffd3e747dcdfbc594683c7757da60283bcc07bc70c5b7948,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8d7d45748/529?sig=22eb9f708797c1178a0bd615cd83e80064b3ed3bb904004ed89a11f932ed1a30,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8d7d45748/664?sig=7c5824fba4161c0d2b643c83c1d64be5c4ff686c83cacb3f8495e40e970877f0
STUDENT_090,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3e148a894/79?sig=41a0f3144354cfb8e2c36733fe8ef5f96d0528918f3b269eeb3d468c500f203b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3e148a894/306?sig=6dd35768a41a9dec0089f280ce998247ea933ca569fbac5ab248b088572bc43d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3e148a894/362?sig=4b0ead4c00176dea4d932aae01b9802a2bcce9c48a1a907374cae8b0cddb467a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3e148a894/522?sig=c2d34ce42e1b1cff840ecd3f15026761654f50d62ea061c3778ab37edbf390e6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3e148a894/630?sig=6e124bc80c1925cbd1dd9ef6a97dc533e4622e6ccf95a18b3be069bb87191f81
STUDENT_091,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2599ca4f9/128?sig=d64a65e66c4baf7ef2495147adc5bedf6e91efe745801f00ade201591134159d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2599ca4f9/260?sig=d2061dba72fd4fc74e630d80e746fbdd780c7099a59777761c0ea360bad762e1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2599ca4f9/446?sig=fd43e1841ce50abffc6251b839d3cdad71bae9f69827085d13b1f9de487625be,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2599ca4f9/481?sig=a8b01d6093191caf2d3ab7113c5b98caa26e93c70d112f52e7715a54876c5955,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2599ca4f9/702?sig=f05fe0acb5d1e439f1ee78f911ac09ab70db1724c5dac48a4feb5e2109813732
STUDENT_092,8.5,10,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S85d801b07/153?sig=c34f5679b0c54564e0e9db2c434fde57029f3b5f140349c8291776eddceed9ef,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S85d801b07/313?sig=29f0b28ae3fe99de45193708a7b9b41fe895435936cc7999b0d09b0ae7b0f7ef,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S85d801b07/399?sig=7952bc7af4f31f26b9f6bfe7cc975d93370cd9335d5a20e7914bf39afe48bfc0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S85d801b07/492?sig=694ab027cddbc5827e71361627eda9931cc266787aa7cbd6c35002a15b3af3db,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S85d801b07/622?sig=81fbcadc53fcd2269d4fcc623e79a2ac16bae8df581823802fe04f41a66ae98a
STUDENT_093,8,8,8.5,8,8.75,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2fcd36fa3/222?sig=03a0da22693b88d82d5d5bf58a65b92e8c1a4c729b5f7f9ffb9d2def0ff83927,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2fcd36fa3/344?sig=c512d6466e00cb092c983bfd0fbaa4437386b22872266a5df436f38c53582d26,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2fcd36fa3/420?sig=219406cf5a71148b318e64543dc67b2362de855aff3d626dbe4382fcd2f4769d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2fcd36fa3/583?sig=ec5ce059283159d0e1b4b1e771144ae219d104bd973c77d6c9657922a6deee9a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2fcd36fa3/674?sig=38a77d519487d36c0264710768d9862ff4458e351327415fd0c4eec423a97e83
STUDENT_094,8,9,9,9.5,10,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S18d362086/177?sig=e275b62147c3467c7e272f6b4ce03850cc3f802ff2d1ef8b7fb9ef379ddd2796,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S18d362086/284?sig=4a3f2a1130fdfd79cc380903eb2d72f8efe990fdfef0d66fda2872616d00628e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S18d362086/465?sig=11afa3d9f586dcd6aaec64ea93ffb49e430f2c77f79b8590db00c2a3ac19d57c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S18d362086/534?sig=5249e4e05ecb3e252ba4c7a0fec5af607705cadac9727beff554d3fa1405059a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S18d362086/708?sig=9296a9c050949fbc86bb277d72edf6f5fb40d926f030d5e711fb91ace565f769
STUDENT_095,10,10,9,9,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf71208fa9/190?sig=a6c443b058ad5520a4dfb666768de93453403379f30880816ccbd279de78615b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf71208fa9/263?sig=dfd11edec712d2f2cc9371040074b82a52479abdf8eeb81896ef46963021c050,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf71208fa9/417?sig=77f38e1b739a4304de7980cad4a66b14c3c88b7804ba1a9c4d57ebc737a43f8b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf71208fa9/563?sig=368525996cc101167f9d9f80268b7fa297a2e1676edf93bdd91273b4bf4124e6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf71208fa9/642?sig=3325a26494f8ca6c75aad588cddf403bb41a5800ad6a1b151ee8b85875fc99db
STUDENT_096,10,10,10,10,10,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S72a15951a/178?sig=82a1be38e61e1116df425d9bfea3f0bb848a52bc6a5ff7a5d3331dce74844a1d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S72a15951a/309?sig=313a10d8d932479a7e8978f69387b123ae09a448f29c8786b8882a858fb7b6b8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S72a15951a/428?sig=29516e2795b118ca62d620b501e73fb92b7811d3b67f53ded989f21ffc9c2739,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S72a15951a/547?sig=7fc85df1d198cd05dce683ca4716b6094e3f3754a2128344897e5150570e934b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S72a15951a/706?sig=e07657410fc4e23208b81f8fc2125bce8ca22f1bc70274d54b1cace58e75c7ac
STUDENT_097,8.5,8.5,8.5,8.5,8.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S53a1880b3/148?sig=b792e0ea4fc950d46845d2807a6ef166c80b53caa05b7464d0bd6b1f91a56eee,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S53a1880b3/307?sig=c4c4e0f2c1e60f29246df880ee81e9f77763de66d5cee771bc90f628450f9b58,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S53a1880b3/454?sig=c285e70e81d1e1d8df4f55086884443736118e55c1ba77dba08d38ec28244a74,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S53a1880b3/573?sig=a03058a7f8ed98157f5431631ff5b54280288884113cb10daca9b47f24add358,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S53a1880b3/641?sig=b1eb0124f852b2be27000edad8c202b3bc93d2729688da1e22d4c9ca5c04bbe9
STUDENT_098,10,10,10,10,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sba725203d/137?sig=f527c6035e6a1d13508a33b2763629abd4b51e3aad12a24ef57f3330fc135f73,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sba725203d/300?sig=da3278d3a7ba9455a2fd38881b89be3aa0b218251ff365d59803eff06d6cdd04,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sba725203d/414?sig=966eba3d3fa958a0c2f7f7de28ba2d9a856a15c60051a346eb7f2e8bf43e214b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sba725203d/490?sig=922e3f964e6e14b01f3d903754739f142d4ded3adb39355d5cf1c39c289f2e34,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sba725203d/631?sig=2af4d24f72c0e9a924aae8fbf955abe794f8d1ad1f118711ee7ff9f2ef9dd274
STUDENT_099,8,9,9,9.5,9.5,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sd5539a0c2/332?sig=70c823cfce024487f51efae0bb6ca5f087e80fe5e333ceb34ef665825617d149,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sd5539a0c2/444?sig=796959c7d62723531b6d6909f33fa70d4b4798ea1407022fac10437f74835225,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sd5539a0c2/494?sig=8a7a9c7ffa17168558145e4e63c962313338a172b408665ac99c6abb8eaef1a2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sd5539a0c2/679?sig=42d08a41925cbd90511dd68b14829c90a85c6480f4a65183ae4d3a9966c87380
STUDENT_100,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Seceda27ba/149?sig=dc13f87184ae15381df35b18c81e1490fad3ba609e596f7fd3b25d98d4ede908,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Seceda27ba/325?sig=f2fbdc24767e5a12cf0158f796d251dd03e33fa6113a0c86b68eb3fd7cb3ad19,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Seceda27ba/412?sig=146286b9c7566fcab7d78cfeeaae0fb57a4f0c30ee3ffbb8ee6d115d8d21b823,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Seceda27ba/567?sig=aa7bf32dd10add136af5b820f231bf4d45ee50d06d0bb4fcddb02ac9d666c0bd,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Seceda27ba/689?sig=9b48084396c8cc8f95499b909f8a39f8211dc6163255775e358cb3f0d1901e08
STUDENT_101,9,8.75,8.5,8,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9fc676933/159?sig=8502910010f74a036828320b2f85bb4924b28791cc0c50e63595a8fb0a8fad91,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9fc676933/326?sig=c140c49c6a59f7c7b30b1223d1800ab258ab8df8c6b7cd62b6713f087a490299,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9fc676933/388?sig=5c04af2026c8c26dc57f66e8040ec7939c8ce10df7cb12c74a4e479d0c511215,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9fc676933/539?sig=b3d0cd4d2d73c91f8e8bcab27accc546c0b094c37fb3ce93a09839f8b4f9c016,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9fc676933/654?sig=0796f705df16d4ab4f9cbc1a0b09f815f03f883e12f75e105b50cd7bc5d95377
STUDENT_102,8,9,9,9.5,10,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S283f3a4eb/139?sig=12483c85d666ef1d3862378e24749f00f0526a9b09dd7e15342bc737c1b8af40,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S283f3a4eb/358?sig=cd0df4720a79b0da3daec7f4049e1e387e9441dbe385ae33f37ce3af3f37bca2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S283f3a4eb/413?sig=00b55f6b00fad132a5ced5099306f58543c92809c479190e4b82e902f53fb91f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S283f3a4eb/549?sig=380cd3ea5b8a210268a1bef1e7c86c2c9113c5011286eab37c86bd56daffd9f3,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S283f3a4eb/625?sig=f9d371a32cf1cca19632b526a588411d4ef0ccd8ba44f030faeac689e8fba438
STUDENT_103,10,10,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb81a23032/209?sig=45d2987fbe1a68b9c82f4070fb6c13bc98b560f23282bb0c450305f2a3512000,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb81a23032/317?sig=4e2761c94bdd05d9fb1fb32eff148940d17f2ed222d60c03f6d5ed076ab92669,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb81a23032/393?sig=96e5893b535728d65d4857b7992cb31ff66df106ad58e2a986cc5b652e2b0c71,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb81a23032/558?sig=fa5d2ae6da65d45a9fcae4469010a245942432124c6d84a3b02f9b0fd6a510fe,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb81a23032/609?sig=da94fa4b49ad8cca7f913e3d2c048e91f2b3b97435d55ab7eb6bd232760482e2
STUDENT_105,5,9,8.5,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S116e53611/138?sig=5d4a99a4fdb587131595df701bfcffeaec38cbfed6ddca2364885beaa2994c3d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S116e53611/244?sig=55a45650d3de0552770b400b7c4a56dff17a330f0a996c4c0d2007733236c90a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S116e53611/371?sig=ab6e39f6ba3c6f6039f640854171a0c59649876305def4a3f674502faf954d58,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S116e53611/525?sig=71bc5f3716f7b2ecbdaea4a041da6cea82c2fc163db23ca8e3f9b4f3442d2b8d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S116e53611/635?sig=09ca4140abab7107d41a66aff539f8a1de0004b8485ec1a5c3a9877f9a1c4beb
STUDENT_106,9,9,10,10,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S62aa15b12/193?sig=5be5ade3409a519887c4a8d1016dd7ea300b07d67cd63d04cb22b0f60cd13e0a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S62aa15b12/271?sig=2debece4f3a3a143b0a2087777f69283ebbd163566de0753f31cde88f42c189f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S62aa15b12/395?sig=b8120e73416e0d35bd0d765e7545f043daa3a5c4381b485eb91265f19aac8bbd,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S62aa15b12/503?sig=c34e41d58f1bd129e491263163056176b71b2fb5ff0c7d18dd32292b9f220ad7,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S62aa15b12/662?sig=c20f53d0e64cea4cbda04d15b78939569dbfea4107dc4e97253e294213c03586
STUDENT_107,9,9,9,9,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9d42a14b9/226?sig=da4906a77a483b1a696e9055c952e1b2de4a38a049afd72e6fa8f2b2e6be6a91,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9d42a14b9/277?sig=7ee9d2461d2c050148178df890da622d89c54c0e0620e77127741a5f882ffef7,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9d42a14b9/442?sig=d90278df889c372202d8dfa59d479d77b74c8731516935e72037d5163537a9d4,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9d42a14b9/472?sig=5b16f71c49ef61c827514e438cd5a5b1c26c899d59b3506040b355f0dc7038e1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S9d42a14b9/643?sig=c648049a5ba9354956641f47f11391975b7529137667f0fbfad8e47ffc10a241
STUDENT_108,8.5,8.75,8.75,9,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S06cc880cb/120?sig=9861a24d3e77545b530932f3b26954cc5db620e0b5c11d4bd3af172c884fbf1e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S06cc880cb/280?sig=8db8c7e9ede81a547e8553e36993ea7912bcb040a64100833751d0b42670bf25,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S06cc880cb/372?sig=8dbd461505e2c54f7a6e8eb532e901b2ee3b1ef36f7ff8a157ae42bd5ada3f43,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S06cc880cb/489?sig=a41211cce79c7af9c148d29df709a8bd427d8f32bf4e70b927a846263817bf7f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S06cc880cb/594?sig=5a07beb454b2d46916854c823d38c0f4fd71e717a0de8ff1afc29e1caeb623d1
STUDENT_109,10,10,10,10,8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S50cc8524b/189?sig=2f4acc43982b764b7d2042ef2df8792acdb908820fe8215e2c1ab123346d0708,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S50cc8524b/297?sig=13f65a6d2d1f392182b29e560b44c62f8b3e60b25d18ef611a8627230fad66fb,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S50cc8524b/387?sig=b29f55bdcb38d7b6ff4631d91db128685eb94ac8f27e90c4c4e2bd94295136be,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S50cc8524b/536?sig=7608001341020aa852aede3c659fb336a192f74c14eae3fd7530a361d5eebda6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S50cc8524b/720?sig=25d145e383eaa9b3a6ed847a1e1b363726e939fb3bc8d668e9968cb3078d8082
STUDENT_111,5,5,5,5,8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S64f80e9a0/133?sig=6cdab81b3a84dcb909034c58e708fae937845fb20696cbf0574ed3799b50b656,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S64f80e9a0/312?sig=dc37afaae811f4f3d71b175a8d8037671f134fef40157ea7bb6fc7aef9bdbee5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S64f80e9a0/411?sig=5b160680daa0e4f4d6a671420472a4d05148c17b078560dbb53d10d2615d3fb1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S64f80e9a0/516?sig=ad0ffd91b9736e5ac52493b2e35b3ca346f726e6ece49c6976d0fc41d5eaddbe,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S64f80e9a0/602?sig=a790c6ac7ed594b6e5aa5207c26f44838680cf7d9e1c6f34baac64c4629e1cde
STUDENT_112,9,9,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb7d0a4f86/182?sig=41a8988cd25240a34cedd3c8a09162ddabe21c9c1ee4834959b09851f6f136a3,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb7d0a4f86/354?sig=5204596d1f56133c39fdd9aeb12ccd8659818e40a4c3ca727b332d6c4ffdeb7f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb7d0a4f86/389?sig=0d5b5de954751eccf4ad8dfd7ee8cd9b1b1dcea2a13429a41fd7a6d3a6cebbd6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb7d0a4f86/502?sig=94bee5b8a2d253cc2be7431782b5668e9fc21ebd1b20fd13f5b67ef07394185f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb7d0a4f86/659?sig=3ea9a1d97e938ed24a1e75f4095a521e71ef3994cce9565d85949247eb2d11e7
STUDENT_113,8.5,8,8,8.5,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S813d31c23/195?sig=0ce1e84b21ccbe02f3c69b7797c75105b68893a5f6352827b04c0d8b78276b38,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S813d31c23/266?sig=cdb35569cd2a07b08afc0cf89d4d83d1c3f4028d93e1b7cf4dee203d2aecb3cc,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S813d31c23/426?sig=63127538d706eef2c3739e4c518e639d3345b00b7a631099d96d92c73e9e35f9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S813d31c23/574?sig=2c1bce88e50f895552a850ef99794709d2025a65847a746ad2a08e76d0e56d89,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S813d31c23/650?sig=f7060cbf0437017eef9fb0f55977d83e268f9a7f58d6b0ae5b90fb3b1bfc8628
